#,Event,Date,Venue,Location,Attendance,url,fight_odds_url
309,UFC Fight Night: Bigfoot vs. Mir,2015-02-22,Ginásio Gigantinho,"Porto Alegre, Brazil","5,080",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bigfoot_vs._Mir,https://www.bestfightodds.com/events/ufc-fight-night-61-bigfoot-vs-mir-923
308,UFC Fight Night: Henderson vs. Thatch,2015-02-14,1stBank Center,"Broomfield, Colorado, U.S.","5,807",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Henderson_vs._Thatch,https://www.bestfightodds.com/events/ufc-fight-night-60-henderson-vs-thatch-915
307,UFC 183: Silva vs. Diaz,2015-01-31,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,114",https://en.wikipedia.org/wiki/UFC_183,https://www.bestfightodds.com/events/ufc-183-silva-vs-diaz-856
306,UFC on Fox: Gustafsson vs. Johnson,2015-01-24,Tele2 Arena,"Stockholm, Sweden","30,000",https://en.wikipedia.org/wiki/UFC_on_Fox:_Gustafsson_vs._Johnson,https://www.bestfightodds.com/events/ufc-on-fox-14-gustafsson-vs-johnson-906
305,UFC Fight Night: McGregor vs. Siver,2015-01-18,TD Garden,"Boston, Massachusetts, U.S.","13,828",https://en.wikipedia.org/wiki/UFC_Fight_Night:_McGregor_vs._Siver,https://www.bestfightodds.com/events/ufc-fight-night-59-mcgregor-vs-siver-895
304,UFC 182: Jones vs. Cormier,2015-01-03,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","11,575",https://en.wikipedia.org/wiki/UFC_182,https://www.bestfightodds.com/events/ufc-182-jones-vs-cormier-864
303,UFC Fight Night: Machida vs. Dollaway,2014-12-20,Ginásio José Corrêa,"Barueri, Brazil",,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Dollaway,https://www.bestfightodds.com/events/ufc-fight-night-58-machida-vs-dollaway-880
302,UFC on Fox: dos Santos vs. Miocic,2014-12-13,Talking Stick Resort Arena,"Phoenix, Arizona, U.S.","15,300",https://en.wikipedia.org/wiki/UFC_on_Fox:_dos_Santos_vs._Miocic,https://www.bestfightodds.com/events/ufc-on-fox-13-dos-santos-vs-miocic-879
301,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,800",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_A_Champion_Will_Be_Crowned#The_Ultimate_Fighter_20_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-20-finale-912
300,UFC 181: Hendricks vs. Lawler II,2014-12-06,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","9,617",https://en.wikipedia.org/wiki/UFC_181,https://www.bestfightodds.com/events/ufc-181-hendricks-vs-lawler-2-853
299,UFC Fight Night: Edgar vs. Swanson,2014-11-22,Frank Erwin Center,"Austin, Texas, U.S.","10,131",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Edgar_vs._Swanson,https://www.bestfightodds.com/events/ufc-fight-night-57-edgar-vs-swanson-892
298,UFC 180: Werdum vs. Hunt,2014-11-15,Arena Ciudad de México,"Mexico City, Mexico","21,000",https://en.wikipedia.org/wiki/UFC_180,https://www.bestfightodds.com/events/ufc-180-werdum-vs-hunt-824
297,UFC Fight Night: Shogun vs. Saint Preux,2014-11-08,Ginásio Municipal Tancredo Neves,"Uberlândia, Brazil","5,671",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Saint_Preux,https://www.bestfightodds.com/events/ufc-fight-night-56-shogun-vs-st-preux-893
296,UFC Fight Night: Rockhold vs. Bisping,2014-11-08,Allphones Arena,"Sydney, Australia","9,904",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Bisping,https://www.bestfightodds.com/events/ufc-fight-night-55-rockhold-vs-bisping-894
295,UFC 179: Aldo vs. Mendes 2,2014-10-25,Ginásio do Maracanãzinho,"Rio de Janeiro, Brazil","11,415",https://en.wikipedia.org/wiki/UFC_179,https://www.bestfightodds.com/events/ufc-179-aldo-vs-mendes-ii-855
294,UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,Scotiabank Centre,"Halifax, Nova Scotia, Canada","10,782",https://en.wikipedia.org/wiki/UFC_Fight_Night:_MacDonald_vs._Saffiedine,https://www.bestfightodds.com/events/ufc-fight-night-54-macdonald-vs-saffiedine-861
293,UFC Fight Night: Nelson vs. Story,2014-10-04,Ericsson Globe Arena,"Stockholm, Sweden","10,026",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nelson_vs._Story,https://www.bestfightodds.com/events/ufc-fight-night-53-nelson-vs-story-860
292,UFC 178: Johnson vs. Cariaso,2014-09-27,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","10,544",https://en.wikipedia.org/wiki/UFC_178,https://www.bestfightodds.com/events/ufc-178-johnson-vs-cariaso-836
291,UFC Fight Night: Hunt vs. Nelson,2014-09-20,Saitama Super Arena,"Saitama, Japan","12,395",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Nelson,https://www.bestfightodds.com/events/ufc-fight-night-52-hunt-vs-nelson-847
290,UFC Fight Night: Bigfoot vs. Arlovski,2014-09-13,Ginásio Nilson Nelson,"Brasília, Brazil","8,822",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bigfoot_vs._Arlovski,https://www.bestfightodds.com/events/ufc-fight-night-51-big-foot-vs-arlovski-ii-850
289,UFC Fight Night: Jacaré vs. Mousasi,2014-09-05,Foxwoods Resort Casino,"Mashantucket, Connecticut, U.S.","4,086",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Jacar%C3%A9_vs._Mousasi,https://www.bestfightodds.com/events/ufc-fight-night-50-souza-vs-mousasi-851
288,UFC 177: Dillashaw vs. Soto,2014-08-30,Sleep Train Arena,"Sacramento, California, U.S.","11,100",https://en.wikipedia.org/wiki/UFC_177,https://www.bestfightodds.com/events/ufc-177-dillashaw-vs-soto-849
287,UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,BOK Center,"Tulsa, Oklahoma, U.S.","7,119",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Henderson_vs._dos_Anjos,https://www.bestfightodds.com/events/ufc-fight-night-49-henderson-vs-dos-anjos-846
286,UFC Fight Night: Bisping vs. Le,2014-08-23,CotaiArena,"Macau, SAR, China","7,022",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bisping_vs._Le,https://www.bestfightodds.com/events/ufc-fight-night-48-bisping-vs-le-835
285,UFC Fight Night: Bader vs. Saint Preux,2014-08-16,Cross Insurance Center,"Bangor, Maine, U.S.","5,329",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Bader_vs._Saint_Preux,https://www.bestfightodds.com/events/ufc-fight-night-47-bader-vs-saint-preux-845
284,UFC on Fox: Lawler vs. Brown,2014-07-26,SAP Center,"San Jose, California, U.S.","11,482",https://en.wikipedia.org/wiki/UFC_on_Fox:_Lawler_vs._Brown,https://www.bestfightodds.com/events/ufc-on-fox-12-lawler-vs-brown-829
283,UFC Fight Night: McGregor vs. Brandao,2014-07-19,The O2,"Dublin, Ireland","9,500",https://en.wikipedia.org/wiki/UFC_Fight_Night:_McGregor_vs._Brandao,https://www.bestfightodds.com/events/ufc-fight-night-46-mcgregor-vs-brandao-827
282,UFC Fight Night: Cowboy vs. Miller,2014-07-16,Revel Casino Hotel,"Atlantic City, New Jersey, U.S.","4,115",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Cowboy_vs._Miller,https://www.bestfightodds.com/events/ufc-fight-night-45-cerrone-vs-miller-826
281,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","6,500",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Edgar_vs._Team_Penn#The_Ultimate_Fighter_19_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-19-finale-832
280,UFC 175: Weidman vs. Machida,2014-07-05,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,088",https://en.wikipedia.org/wiki/UFC_175,https://www.bestfightodds.com/events/ufc-175-weidman-vs-machida-805
279,UFC Fight Night: Swanson vs. Stephens,2014-06-28,AT&T Center,"San Antonio, Texas, U.S.","9,227",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Swanson_vs._Stephens,https://www.bestfightodds.com/events/ufc-fight-night-44-swanson-vs-stephens-800
278,UFC Fight Night: Te Huna vs. Marquardt,2014-06-28,Vector Arena,"Auckland, New Zealand","8,089",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Te_Huna_vs._Marquardt,https://www.bestfightodds.com/events/ufc-fight-night-43-te-huna-vs-marquardt-823
277,UFC 174: Johnson vs. Bagautinov,2014-06-14,Rogers Arena,"Vancouver, British Columbia, Canada","13,506",https://en.wikipedia.org/wiki/UFC_174,https://www.bestfightodds.com/events/ufc-174-johnson-vs-bagautinov-807
276,UFC Fight Night: Henderson vs. Khabilov,2014-06-07,Tingley Coliseum,"Albuquerque, New Mexico, U.S.","8,775",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Henderson_vs._Khabilov,https://www.bestfightodds.com/events/ufc-fight-night-42-henderson-vs-khabilov-822
275,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,2014-05-31,Ginásio do Ibirapuera,"São Paulo, Brazil","8,986",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Brazil_3#The_Ultimate_Fighter_Brazil_3_Finale:_Miocic_vs._Maldonado,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-brazil-3-finale-812
274,UFC Fight Night: Muñoz vs. Mousasi,2014-05-31,O2 World,"Berlin, Germany","8,000",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Mu%C3%B1oz_vs._Mousasi,https://www.bestfightodds.com/events/ufc-fight-night-41-munoz-vs-mousasi-799
273,UFC 173: Barão vs. Dillashaw,2014-05-24,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","11,036",https://en.wikipedia.org/wiki/UFC_173,https://www.bestfightodds.com/events/ufc-173-barao-vs-dillashaw-786
272,UFC Fight Night: Brown vs. Silva,2014-05-10,U.S. Bank Arena,"Cincinnati, Ohio, U.S.","6,143",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Brown_vs._Silva,https://www.bestfightodds.com/events/ufc-fight-night-40-brown-vs-silva-794
271,UFC 172: Jones vs. Teixeira,2014-04-26,Baltimore Arena,"Baltimore, Maryland, U.S.","13,485",https://en.wikipedia.org/wiki/UFC_172,https://www.bestfightodds.com/events/ufc-172-jones-vs-teixeira-772
270,UFC on Fox: Werdum vs. Browne,2014-04-19,Amway Center,"Orlando, Florida, U.S.","17,000",https://en.wikipedia.org/wiki/UFC_on_Fox:_Werdum_vs._Browne,https://www.bestfightodds.com/events/ufc-on-fox-11-werdum-vs-browne-779
269,The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,2014-04-16,Colisée Pepsi,"Quebec City, Quebec, Canada","5,029",https://en.wikipedia.org/wiki/The_Ultimate_Fighter_Nations:_Canada_vs._Australia#The_Ultimate_Fighter_Nations_Finale:_Bisping_vs._Kennedy,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-nations-finale-806
268,UFC Fight Night: Nogueira vs. Nelson,2014-04-11,du Arena,"Abu Dhabi, United Arab Emirates","7,963",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nogueira_vs._Nelson,https://www.bestfightodds.com/events/ufc-fight-night-39-minotauro-vs-nelson-790
267,UFC Fight Night: Shogun vs. Henderson 2,2014-03-23,Ginásio Nélio Dias,"Natal, Brazil","6,828",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Henderson_2,https://www.bestfightodds.com/events/ufc-fight-night-38-shogun-vs-henderson-784
266,UFC 171: Hendricks vs. Lawler,2014-03-15,American Airlines Center,"Dallas, Texas, U.S.","19,324",https://en.wikipedia.org/wiki/UFC_171,https://www.bestfightodds.com/events/ufc-171-hendricks-vs-lawler-771
265,UFC Fight Night: Gustafsson vs. Manuwa,2014-03-08,The O2 Arena,"London, England, U.K.","14,604",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Gustafsson_vs._Manuwa,https://www.bestfightodds.com/events/ufc-fight-night-37-gustafsson-vs-manuwa-751
264,The Ultimate Fighter China Finale: Kim vs. Hathaway,2014-03-01,CotaiArena,"Macau, SAR, China","6,000",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-china-finale-778
263,UFC 170: Rousey vs. McMann,2014-02-22,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,217",https://en.wikipedia.org/wiki/UFC_170,https://www.bestfightodds.com/events/ufc-170-rousey-vs-mcmann-756
262,UFC Fight Night: Machida vs. Mousasi,2014-02-15,Arena Jaraguá,"Jaraguá do Sul, Brazil","7,511",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mousasi,https://www.bestfightodds.com/events/ufc-fight-night-36-machida-vs-mousasi-758
261,UFC 169: Barão vs. Faber II,2014-02-01,Prudential Center,"Newark, New Jersey, U.S.","14,308",https://en.wikipedia.org/wiki/UFC_169,https://www.bestfightodds.com/events/ufc-169-barao-vs-faber-737
260,UFC on Fox: Henderson vs. Thomson,2014-01-25,United Center,"Chicago, Illinois, U.S.","10,895",https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Thomson,https://www.bestfightodds.com/events/ufc-on-fox-10-henderson-vs-thomson-777
259,UFC Fight Night: Rockhold vs. Philippou,2014-01-15,Arena at Gwinnett Center,"Duluth, Georgia, U.S.","5,822",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou,https://www.bestfightodds.com/events/ufc-fight-night-35-rockhold-vs-philippou-762
258,UFC Fight Night: Saffiedine vs. Lim,2014-01-04,Marina Bay Sands,"Marina Bay, Singapore","5,216",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim,https://www.bestfightodds.com/events/ufc-fight-night-34-saffiedine-vs-lim-761
257,UFC 168: Weidman vs. Silva 2,2013-12-28,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","15,650",https://en.wikipedia.org/wiki/UFC_168,https://www.bestfightodds.com/events/ufc-168-weidman-vs-silva-ii-706
256,UFC on Fox: Johnson vs. Benavidez 2,2013-12-14,Sleep Train Arena,"Sacramento, California, U.S.","11,573",https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Benavidez_2,https://www.bestfightodds.com/events/ufc-on-fox-9-johnson-vs-benavidez-729
255,UFC Fight Night: Hunt vs. Bigfoot,2013-12-07,Brisbane Entertainment Centre,"Brisbane, Australia","11,393",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,https://www.bestfightodds.com/events/ufc-fight-night-33-hunt-vs-bigfoot-728
254,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","4,853",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-18-finale-720
253,UFC 167: St-Pierre vs. Hendricks,2013-11-16,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,856",https://en.wikipedia.org/wiki/UFC_167,https://www.bestfightodds.com/events/ufc-167-st-pierre-vs-hendricks-699
252,UFC Fight Night: Belfort vs. Henderson,2013-11-09,Goiânia Arena,"Goiânia, Brazil","10,565",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,https://www.bestfightodds.com/events/ufc-fight-night-32-belfort-vs-henderson-725
251,UFC: Fight for the Troops 3,2013-11-06,Fort Campbell,"Fort Campbell, Kentucky, U.S.",,https://en.wikipedia.org/wiki/UFC:_Fight_for_the_Troops_3,https://www.bestfightodds.com/events/ufc-fight-night-31-fight-for-the-troops-iii-726
250,UFC Fight Night: Machida vs. Muñoz,2013-10-26,Phones 4u Arena,"Manchester, England, U.K.","10,355",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Machida_vs._Mu%C3%B1oz,https://www.bestfightodds.com/events/ufc-fight-night-30-machida-vs-munoz-712
249,UFC 166: Velasquez vs. dos Santos III,2013-10-19,Toyota Center,"Houston, Texas, U.S.","17,238",https://en.wikipedia.org/wiki/UFC_166,https://www.bestfightodds.com/events/ufc-166-velasquez-vs-dos-santos-iii-698
248,UFC Fight Night: Maia vs. Shields,2013-10-09,Ginásio José Corrêa,"Barueri, Brazil","6,621",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maia_vs._Shields,https://www.bestfightodds.com/events/ufc-fight-night-29-maia-vs-shields-713
247,UFC 165: Jones vs. Gustafsson,2013-09-21,Air Canada Centre,"Toronto, Ontario, Canada","15,504",https://en.wikipedia.org/wiki/UFC_165,https://www.bestfightodds.com/events/ufc-165-jones-vs-gustafsson-697
246,UFC Fight Night: Teixeira vs. Bader,2013-09-04,Mineirinho Arena,"Belo Horizonte, Brazil","5,126",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Teixeira_vs._Bader,https://www.bestfightodds.com/events/ufc-fight-night-28-teixeira-vs-bader-705
245,UFC 164: Henderson vs. Pettis,2013-08-31,BMO Harris Bradley Center,"Milwaukee, Wisconsin, U.S.","9,178",https://en.wikipedia.org/wiki/UFC_164,https://www.bestfightodds.com/events/ufc-164-henderson-vs-pettis-ii-691
244,UFC Fight Night: Condit vs. Kampmann 2,2013-08-28,Bankers Life Fieldhouse,"Indianapolis, Indiana, U.S.","6,417",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2,https://www.bestfightodds.com/events/ufc-fight-night-27-condit-vs-kampmann-ii-692
243,UFC Fight Night: Shogun vs. Sonnen,2013-08-17,TD Garden,"Boston, Massachusetts, U.S.","14,181",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen,https://www.bestfightodds.com/events/ufc-fight-night-26-shogun-vs-sonnen-685
242,UFC 163: Aldo vs. Korean Zombie,2013-08-03,HSBC Arena,"Rio de Janeiro, Brazil","13,873",https://en.wikipedia.org/wiki/UFC_163,https://www.bestfightodds.com/events/ufc-163-aldo-vs-jung-683
241,UFC on Fox: Johnson vs. Moraga,2013-07-27,KeyArena,"Seattle, Washington, U.S.","8,967",https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Moraga,https://www.bestfightodds.com/events/ufc-on-fox-8-johnson-vs-moraga-674
240,UFC 162: Silva vs. Weidman,2013-07-06,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,964",https://en.wikipedia.org/wiki/UFC_162,https://www.bestfightodds.com/events/ufc-162-silva-vs-weidman-661
239,UFC 161: Evans vs. Henderson,2013-06-15,MTS Centre,"Winnipeg, Manitoba, Canada","14,754",https://en.wikipedia.org/wiki/UFC_161,https://www.bestfightodds.com/events/ufc-161-evans-vs-henderson-660
238,UFC on Fuel TV: Nogueira vs. Werdum,2013-06-08,Ginásio Paulo Sarasate,"Fortaleza, Brazil","6,286",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Brazil_2#The_Ultimate_Fighter:_Brazil_2_Finale,https://www.bestfightodds.com/events/ufc-on-fuel-tv-10-nogueira-vs-werdum-2-668
237,UFC 160: Velasquez vs. Bigfoot 2,2013-05-25,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,380",https://en.wikipedia.org/wiki/UFC_160,https://www.bestfightodds.com/events/ufc-160-velasquez-vs-silva-ii-647
236,UFC on FX: Belfort vs. Rockhold,2013-05-18,Arena Jaraguá,"Jaraguá do Sul, Brazil","7,642",https://en.wikipedia.org/wiki/UFC_on_FX:_Belfort_vs._Rockhold,https://www.bestfightodds.com/events/ufc-on-fx-8-belfort-vs-rockhold-648
235,UFC 159: Jones vs. Sonnen,2013-04-27,Prudential Center,"Newark, New Jersey, U.S.","15,227",https://en.wikipedia.org/wiki/UFC_159,https://www.bestfightodds.com/events/ufc-159-jones-vs-sonnen-633
234,UFC on Fox: Henderson vs. Melendez,2013-04-20,HP Pavilion,"San Jose, California, U.S.","13,506",https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Melendez,https://www.bestfightodds.com/events/ufc-on-fox-7-henderson-vs-melendez-634
233,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","5,918",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Jones_vs._Team_Sonnen#The_Ultimate_Fighter_17_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-17-finale-656
232,UFC on Fuel TV: Mousasi vs. Latifi,2013-04-06,Ericsson Globe Arena,"Stockholm, Sweden","14,506",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Mousasi_vs._Latifi,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636
231,UFC 158: St-Pierre vs. Diaz,2013-03-16,Bell Centre,"Montreal, Quebec, Canada","20,145",https://en.wikipedia.org/wiki/UFC_158,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627
230,UFC on Fuel TV: Silva vs. Stann,2013-03-03,Saitama Super Arena,"Saitama, Japan","14,682",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Silva_vs._Stann,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625
229,UFC 157: Rousey vs. Carmouche,2013-02-23,Honda Center,"Anaheim, California, U.S.","13,257",https://en.wikipedia.org/wiki/UFC_157,https://www.bestfightodds.com/events/ufc-157-rousey-vs-carmouche-618
228,UFC on Fuel TV: Barão vs. McDonald,2013-02-16,Wembley Arena,"London, England, U.K.","10,349",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Bar%C3%A3o_vs._McDonald,https://www.bestfightodds.com/events/ufc-on-fuel-tv-7-barao-vs-mcdonald-632
227,UFC 156: Aldo vs. Edgar,2013-02-02,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,275",https://en.wikipedia.org/wiki/UFC_156,https://www.bestfightodds.com/events/ufc-156-aldo-vs-edgar-611
226,UFC on Fox: Johnson vs. Dodson,2013-01-26,United Center,"Chicago, Illinois, U.S.","16,091",https://en.wikipedia.org/wiki/UFC_on_Fox:_Johnson_vs._Dodson,https://www.bestfightodds.com/events/ufc-on-fox-6-johnson-vs-dodson-613
225,UFC on FX: Belfort vs. Bisping,2013-01-19,Ginásio do Ibirapuera,"São Paulo, Brazil","9,116",https://en.wikipedia.org/wiki/UFC_on_FX:_Belfort_vs._Bisping,https://www.bestfightodds.com/events/ufc-on-fx-7-belfort-vs-bisping-612
224,UFC 155: dos Santos vs. Velasquez 2,2012-12-29,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,561",https://en.wikipedia.org/wiki/UFC_155,https://www.bestfightodds.com/events/ufc-155-dos-santos-vs-velasquez-ii-585
223,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,Hard Rock Hotel and Casino,"Las Vegas, Nevada, U.S.","2,500",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Carwin_vs._Team_Nelson#The_Ultimate_Fighter_16_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-16-finale-602
222,UFC on FX: Sotiropoulos vs. Pearson,2012-12-15,Gold Coast Convention and Exhibition Centre,"Gold Coast, Australia","5,133",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_The_Smashes#The_Ultimate_Fighter:_The_Smashes_Finale,https://www.bestfightodds.com/events/ufc-on-fx-6-sotiropoulos-vs-pearson-594
221,UFC on Fox: Henderson vs. Diaz,2012-12-08,KeyArena,"Seattle, Washington, U.S.","14,387",https://en.wikipedia.org/wiki/UFC_on_Fox:_Henderson_vs._Diaz,https://www.bestfightodds.com/events/ufc-on-fox-5-henderson-vs-diaz-584
220,UFC 154: St-Pierre vs. Condit,2012-11-17,Bell Centre,"Montreal, Quebec, Canada","17,249",https://en.wikipedia.org/wiki/UFC_154,https://www.bestfightodds.com/events/ufc-154-st-pierre-vs-condit-565
219,UFC on Fuel TV: Franklin vs. Le,2012-11-10,CotaiArena,"Macau, SAR, China","8,415",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le,https://www.bestfightodds.com/events/ufc-on-fuel-tv-6-franklin-vs-le-582
218,UFC 153: Silva vs. Bonnar,2012-10-13,HSBC Arena,"Rio de Janeiro, Brazil","16,844",https://en.wikipedia.org/wiki/UFC_153,https://www.bestfightodds.com/events/ufc-153-silva-vs-bonnar-571
217,UFC on FX: Browne vs. Bigfoot,2012-10-05,Target Center,"Minneapolis, Minnesota, U.S.","7,049",https://en.wikipedia.org/wiki/UFC_on_FX:_Browne_vs._Bigfoot,https://www.bestfightodds.com/events/ufc-on-fx-5-browne-vs-bigfoot-579
216,UFC on Fuel TV: Struve vs. Miocic,2012-09-29,Capital FM Arena,"Nottingham, England, U.K.","7,241",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic,https://www.bestfightodds.com/events/ufc-on-fuel-tv-5-struve-vs-miocic-569
215,UFC 152: Jones vs. Belfort,2012-09-22,Air Canada Centre,"Toronto, Ontario, Canada","16,800",https://en.wikipedia.org/wiki/UFC_152,https://www.bestfightodds.com/events/ufc-152-jones-vs-belfort-561
214,UFC 150: Henderson vs. Edgar II,2012-08-11,Pepsi Center,"Denver, Colorado, U.S.","13,027",https://en.wikipedia.org/wiki/UFC_150,https://www.bestfightodds.com/events/ufc-150-henderson-vs-edgar-ii-547
213,UFC on Fox: Shogun vs. Vera,2012-08-04,Staples Center,"Los Angeles, California, U.S.","16,080",https://en.wikipedia.org/wiki/UFC_on_Fox:_Shogun_vs._Vera,https://www.bestfightodds.com/events/ufc-on-fox-4-shogun-vs-vera-546
212,UFC 149: Faber vs. Barão,2012-07-21,Scotiabank Saddledome,"Calgary, Alberta, Canada","16,089",https://en.wikipedia.org/wiki/2012_in_UFC#UFC_149:_Faber_vs._Barão,https://www.bestfightodds.com/events/ufc-149-faber-vs-barao-527
211,UFC on Fuel TV: Muñoz vs. Weidman,2012-07-11,HP Pavilion,"San Jose, California, U.S.","4,250",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Mu%C3%B1oz_vs._Weidman,https://www.bestfightodds.com/events/ufc-on-fuel-tv-4-munoz-vs-weidman-545
210,UFC 148: Silva vs. Sonnen II,2012-07-07,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","15,104",https://en.wikipedia.org/wiki/UFC_148,https://www.bestfightodds.com/events/ufc-148-silva-vs-sonnen-2-506
209,UFC 147: Silva vs. Franklin II,2012-06-23,Mineirinho Arena,"Belo Horizonte, Brazil","16,643",https://en.wikipedia.org/wiki/UFC_147,https://www.bestfightodds.com/events/ufc-147-silva-vs-franklin-ii-517
208,UFC on FX: Maynard vs. Guida,2012-06-22,Revel Casino Hotel,"Atlantic City, New Jersey, U.S.","4,652",https://en.wikipedia.org/wiki/UFC_on_FX:_Maynard_vs._Guida,https://www.bestfightodds.com/events/ufc-on-fx-4-guida-vs-maynard-521
207,UFC on FX: Johnson vs. McCall,2012-06-08,BankAtlantic Center,"Sunrise, Florida, U.S.","6,635",https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,https://www.bestfightodds.com/events/ufc-on-fx-3-johnson-vs-mccall-522
